0	30191616
1	34721792
2	34721792
3	34721792
4	34721792
5	34721792
6	34721792
7	34721792
8	35115008
9	35115008
10	35115008
11	35115008
12	35115008
13	35115008
14	35115008
15	35115008
16	35115008
17	35115008
18	35508224
19	35508224
20	35508224
21	35508224
22	35508224
23	35508224
24	35508224
25	35508224
26	35508224
27	35508224
28	35508224
29	35508224
30	35508224
31	35508224
32	35508224
33	35508224
34	35508224
35	35508224
36	35508224
37	35508224
38	35508224
39	35508224
40	35508224
41	35508224
42	35508224
43	35508224
44	35508224
45	35508224
46	35508224
47	35508224
48	35508224
49	35508224
50	35508224
51	35508224
52	35508224
53	35508224
54	35508224
55	35508224
56	35508224
57	35508224
58	35508224
59	35508224
60	35508224
61	35508224
62	35508224
63	35508224
64	35508224
65	35696640
66	35696640
67	35696640
68	35696640
69	35696640
70	35696640
71	35696640
72	36220928
73	36220928
74	36220928
75	36220928
76	36220928
77	36220928
78	36220928
79	36220928
80	36220928
81	36220928
82	36409344
83	36409344
84	36409344
85	36409344
86	36409344
87	36409344
88	36409344
89	36409344
90	36409344
91	36409344
92	36409344
93	36409344
94	36409344
95	36409344
96	36409344
97	36409344
98	36409344
99	36409344
100	36409344
101	36409344
102	36597760
103	36597760
104	36597760
105	36597760
106	36597760
107	36597760
108	36597760
109	36597760
110	36597760
111	36597760
112	36597760
113	36597760
114	36597760
115	36597760
116	36597760
117	36597760
118	36597760
119	36597760
120	36597760
121	36786176
122	36786176
123	36786176
124	36786176
125	36786176
126	36786176
127	36786176
128	36786176
129	36786176
130	36786176
131	36786176
132	36786176
133	36786176
134	36786176
135	36974592
136	36974592
137	36974592
138	36974592
139	36974592
140	36974592
141	36974592
142	36974592
143	36974592
144	36974592
145	36974592
146	36974592
147	36974592
148	36974592
149	36974592
150	36974592
151	36974592
152	36974592
153	36974592
154	36974592
155	36974592
156	36974592
157	36974592
158	36974592
159	36974592
160	36974592
161	36974592
162	36974592
163	36974592
164	36974592
165	36974592
166	36974592
167	36974592
168	36974592
169	36974592
170	36974592
171	37163008
172	37163008
173	37163008
174	37163008
175	37163008
176	37163008
177	37163008
178	37163008
179	37163008
180	37163008
181	37163008
182	37163008
183	37351424
184	37351424
185	37351424
186	37351424
187	37351424
188	37351424
189	37351424
190	37351424
191	37351424
192	37351424
193	37351424
194	37351424
195	37351424
196	37351424
197	37351424
198	37351424
199	37351424
200	37351424
201	37351424
202	37744640
203	37744640
204	37744640
205	37933056
206	37933056
207	37933056
208	38195200
209	38195200
210	38195200
211	38195200
212	38195200
213	38195200
214	38195200
215	38195200
216	38195200
217	38195200
218	38195200
219	38195200
220	38195200
221	38195200
222	38195200
223	38195200
